Term ID,Class,Description,Status,Effective Date,Type,Notes,TM5,NCL Version
028-524,28,Promotional game materials,A,04-02-1991,GOODS,08-16-2012 - These goods are primarily in the nature of game apparatus and thus are classified in Class 28. The fact that the goods are used to promote other goods or services does not change the classification of the goods.,,"""07-1997"""
028-523,28,Badminton uprights,A,04-02-1991,GOODS,,,"""07-1997"""
028-520,28,Portable ski carriers,A,04-02-1991,GOODS,,,"""07-1997"""
028-519,28,Porcelain dolls,A,04-02-1991,GOODS,,,"""07-1997"""
028-518,28,Blocking dummies,A,04-02-1991,GOODS,,,"""07-1997"""
028-516,28,Bingo game playing equipment,A,04-02-1991,GOODS,,,"""07-1997"""
028-514,28,Billiard triangles,A,04-02-1991,GOODS,,,"""07-1997"""
028-513,28,Billiard tips,A,04-02-1991,GOODS,,,"""07-1997"""
028-512,28,Billiard tally balls,A,04-02-1991,GOODS,,,"""07-1997"""
028-51,28,Pool cue cases,A,04-02-1991,GOODS,,,"""07-1997"""
028-509,28,Billiard game playing equipment,A,04-02-1991,GOODS,,,"""07-1997"""
028-508,28,Billiard cushions,A,04-02-1991,GOODS,,,"""07-1997"""
028-506,28,Billiard cue racks,A,04-02-1991,GOODS,,,"""07-1997"""
028-504,28,Billiard bumpers,A,04-02-1991,GOODS,,,"""07-1997"""
028-503,28,Billiard bridges,A,04-02-1991,GOODS,,,"""07-1997"""
025-1380,25,Bicycling gloves,M,05-01-2003,GOODS,Moved from Class 28.,,"""08-2002"""
028-500,28,Bean bags,A,04-02-1991,GOODS,This refers to bean bag toys. Bean bag chairs are in Class 20.,,"""07-1997"""
028-499,28,Bean bag dolls,A,04-02-1991,GOODS,,,"""07-1997"""
028-492,28,Basket balls,A,04-02-1991,GOODS,,,"""07-1997"""
028-49,28,Pool bumpers,A,04-02-1991,GOODS,,,"""07-1997"""
028-487,28,Baseball batting gloves,A,04-02-1991,GOODS,,,"""07-1997"""
028-483,28,Barbells,A,04-02-1991,GOODS,,,"""07-1997"""
028-482,28,Balloons,A,04-02-1991,GOODS,,,"""07-1997"""
029-1262,29,Beans cooked in soy sauce (Kongjaban),A,06-05-2014,GOODS,,T,"""10-2014"""
029-1261,29,Vegetable-based baking spray containing flour,A,05/29/2014,GOODS,,,"""10-2014"""
029-1260,29,Oil-based baking spray containing flour,A,05/29/2014,GOODS,,,"""10-2014"""
029-1259,29,Insect-based snack foods,A,05/22/2014,GOODS,,,"""10-2014"""
029-1257,29,Combined fruit and vegetable purees,X,04/24/2014,GOODS,,,"""10-2014"""
029-1256,29,Fried grasshoppers,A,04/24/2014,GOODS,,,"""10-2014"""
029-1254,29,All natural meats,A,04/17/2014,GOODS,,,"""10-2014"""
029-1252,29,"Potato chips made from {specify type of potatoes, e.g., yams, sweet potatoes, Russet potatoes, etc.}",X,04-03-2014,GOODS,,,"""10-2014"""
029-1251,29,Boiled and dried fish,A,03/13/2014,GOODS,,T,"""10-2014"""
029-1250,29,Nut- and dried fruit- based snack bars,X,02-06-2014,GOODS,,,"""10-2014"""
029-125,29,Quenelles,A,04-02-1991,GOODS,,,"""07-1997"""
029-1249,29,Chicken salad,A,01/30/2014,GOODS,,T,"""10-2014"""
029-1248,29,Kale chips,X,01/30/2014,GOODS,,T,"""10-2014"""
029-1247,29,"Edible oil, namely, {specify type, e.g., vegetable oil, fish oil, coconut oil, etc.}",A,01/23/2014,GOODS,"Edible oil is an acceptable entry; it is permissible to specify the type of edible oil, but not required.",,"""10-2014"""
029-1246,29,Processed kiwi fruit,A,01/16/2014,GOODS,,,"""10-2014"""
029-1245,29,Cocktail onions,A,12-05-2013,GOODS,Cocktail onions are typically pearl onions pickled in a brine with small amounts of turmeric and paprika.,T,"""10-2013"""
029-1244,29,Haggis,A,12-05-2013,GOODS,"Haggis is a prepared dish consisting primarily of sheep's liver, heart, and tongue, mixed with onions, oats, and other spices, and encased in a sheep's stomach.",T,"""10-2013"""
029-1243,29,Bottled fruits,A,11/18/2010,GOODS,,T,"""09-2007"""
029-1242,29,Ghee,A,07/31/2008,GOODS,,T,"""09-2007"""
029-124,29,Protein for use as a food filler,D,01-01-2012,GOODS,"1-1-2012 this entry of 4-2-1991 was deleted and it is no longer acceptable under the 10th Edition of the Nice Agreement. Proteins are no longer considered ""food"" for classification purposes. Instead, proteins are considered raw materials used in the industrial preparation of food for their nutritive values or, e.g., as emulsifiers or binding agents, in Class 1, or as a dietary supplement in Class 5.",,"""10-2012"""
029-1238,29,Smoked fish,A,03-01-2006,GOODS,,T,"""08-2002"""
029-1237,29,Fish croquettes,A,05-01-2005,GOODS,,T,"""08-2002"""
029-1236,29,Chicken croquettes,A,05-01-2005,GOODS,,T,"""08-2002"""
029-1234,29,Baked beans,A,04-02-1991,GOODS,,T,"""07-1997"""
029-1232,29,Soybean oil for cooking,A,04-02-1991,GOODS,,T,"""07-1997"""
029-123,29,Protein for use as a food additive,D,01-01-2012,GOODS,"On 1-1-2012 this entry of 4-2-1991 was deleted and it is no longer acceptable under the 10th Edition of the Nice Agreement. Proteins are no longer considered ""food"" for classification purposes. Instead, proteins are considered raw materials used in the industrial preparation of food for their nutritive values or, e.g., as emulsifiers or binding agents, in Class 1, or as a dietary supplement in Class 5.",,"""10-2012"""
029-1227,29,"Pepper paste [used as a vegetable, not seasoning]",A,11/28/2013,GOODS,,,"""10-2013"""
029-1225,29,Frozen garlic,A,11/21/2013,GOODS,,,"""10-2013"""
029-1221,29,Korean-style fermented soybeans (meju),A,11/21/2013,GOODS,,,"""10-2013"""
029-1220,29,Dried fish,A,11/21/2013,GOODS,,,"""10-2013"""
029-1219,29,Dried shellfish,A,11/21/2013,GOODS,,,"""10-2013"""
029-1218,29,Smoked shellfish,A,11/21/2013,GOODS,,,"""10-2013"""
029-1217,29,Chili con carne,X,11-07-2013,GOODS,"Chili con carne is a type of chili that is made with meat. ""Chili"" is acceptable wording in Class 29; further specification of the particular type of chili is acceptable, but it is not required.",,"""10-2013"""
029-1216,29,Seed-based snack bars,A,09/26/2013,GOODS,,,"""10-2013"""
029-1215,29,"Ready-to-eat meals comprised primarily of meats, cheese and also including {indicate specific foods, e.g., rice, pasta, vegetables, etc.}",A,09/26/2013,GOODS,,,"""10-2013"""
029-1214,29,Nut-based snack bars,A,09/26/2013,GOODS,,,"""10-2013"""
029-1213,29,Animal fat-based snack foods,A,09/19/2013,GOODS,,,"""10-2013"""
029-1212,29,Fungal extracts for use as ingredients of nutritional supplements and vitamins,A,09-05-2013,GOODS,"These Class 29 fungal extracts for use as ingredients of nutritional supplements and vitamins are sold as separate ingredients or components for use in making nutritional supplements and vitamins. Please note that fungal extracts sold as a component ingredient of nutritional supplements and vitamins would be classified in Class 5. When a mark identifies a component or ingredient sold as a part of the finished product, the component or ingredient is classified in the class of the finished product. SEE TMEP �1402.05(a).",,"""10-2013"""
029-1211,29,Processed kale,A,08/29/2013,GOODS,,,"""10-2013"""
029-1210,29,Processed tilapia,A,08/29/2013,GOODS,,,"""10-2013"""
029-1209,29,Processed catfish,A,08/29/2013,GOODS,,,"""10-2013"""
029-1208,29,Quark,A,08/22/2013,GOODS,Quark is a type of low-fat soft cheese.,,"""10-2013"""
029-1207,29,Legume-based spreads,A,08/22/2013,GOODS,,,"""10-2013"""
029-1204,29,Argan oil for cooking,A,08-01-2013,GOODS,,,"""10-2013"""
029-1203,29,Lime juice for cooking purposes,A,08-01-2013,GOODS,,,"""10-2013"""
029-1202,29,Lemon spread,A,07/25/2013,GOODS,,T,"""10-2013"""
029-1200,29,"Snack mix consisting primarily of processed nuts, and also including {indicate other ingredients included in the goods, e.g., seeds, dried fruit, chocolate, etc.}",X,07-04-2013,GOODS,"08-01-2013: Acceptable entry status changed from ""A"" added to ""X"" example.",,"""10-2013"""
028-827,28,Ski poles,A,04-02-1991,GOODS,,T,"""07-1997"""
028-826,28,Paragliders,A,04-02-1991,GOODS,,T,"""07-1997"""
028-819,28,Musical toys,A,04-02-1991,GOODS,,T,"""07-1997"""
028-818,28,Marbles,A,04-02-1991,GOODS,,T,"""07-1997"""
028-817,28,Kites,A,04-02-1991,GOODS,,T,"""07-1997"""
028-816,28,Jigsaw puzzles,A,04-02-1991,GOODS,,T,"""07-1997"""
028-815,28,Golf tees,A,04-02-1991,GOODS,,T,"""07-1997"""
028-813,28,Golf clubs,A,04-02-1991,GOODS,,T,"""07-1997"""
028-811,28,Golf club shafts,A,04-02-1991,GOODS,,T,"""07-1997"""
028-810,28,Golf club heads,A,04-02-1991,GOODS,,T,"""07-1997"""
028-81,28,Kite tails,A,04-02-1991,GOODS,,,"""07-1997"""
028-809,28,Golf balls,A,04-02-1991,GOODS,,T,"""07-1997"""
028-808,28,Golf ball markers,A,04-02-1991,GOODS,,T,"""07-1997"""
028-807,28,Golf bags,A,04-02-1991,GOODS,,T,"""07-1997"""
028-806,28,Jump ropes,A,04-02-1991,GOODS,,T,"""07-1997"""
028-805,28,Ice skates,A,04-02-1991,GOODS,,T,"""07-1997"""
028-804,28,Hockey sticks,A,04-02-1991,GOODS,,T,"""07-1997"""
028-803,28,Hockey pucks,A,04-02-1991,GOODS,,T,"""07-1997"""
028-801,28,Fishing tackle,A,04-02-1991,GOODS,,T,"""07-1997"""
028-800,28,Fishing reels,A,04-02-1991,GOODS,,T,"""07-1997"""
028-80,28,Kite string,A,04-02-1991,GOODS,,,"""07-1997"""
028-8,28,Pool tally balls,A,04-02-1991,GOODS,,,"""07-1997"""
028-799,28,Fishing rods,A,04-02-1991,GOODS,,T,"""07-1997"""
028-798,28,Dice,A,04-02-1991,GOODS,,T,"""07-1997"""
028-797,28,Fishing lines,A,04-02-1991,GOODS,,T,"""07-1997"""
028-796,28,Fishing floats,A,04-02-1991,GOODS,,T,"""07-1997"""
028-795,28,Dominoes,A,04-02-1991,GOODS,,T,"""07-1997"""
028-794,28,Dolls,A,04-02-1991,GOODS,,T,"""07-1997"""
028-793,28,Catchers' masks,A,04-02-1991,GOODS,,T,"""07-1997"""
028-792,28,Boxing gloves,A,04-02-1991,GOODS,,T,"""07-1997"""
028-791,28,Bowling balls,A,04-02-1991,GOODS,,T,"""07-1997"""
028-790,28,Bowling bags,A,04-02-1991,GOODS,,T,"""07-1997"""
028-785,28,Cricket bats,A,04-02-1991,GOODS,,T,"""07-1997"""
028-783,28,Billiard cues,A,04-02-1991,GOODS,,T,"""07-1997"""
028-782,28,Billiard balls,A,04-02-1991,GOODS,,T,"""07-1997"""
028-781,28,Batting gloves,A,04-02-1991,GOODS,,T,"""07-1997"""
028-780,28,Baseball mitts,A,04-02-1991,GOODS,,T,"""07-1997"""
028-78,28,Kite parts,A,04-02-1991,GOODS,,,"""07-1997"""
028-779,28,Baseball gloves,A,04-02-1991,GOODS,,T,"""07-1997"""
028-778,28,Baseball bats,A,04-02-1991,GOODS,,T,"""07-1997"""
028-777,28,Baseball bases,A,04-02-1991,GOODS,,T,"""07-1997"""
028-774,28,Flying saucers [Toys],A,10-01-2001,GOODS,,,"""07-1997"""
028-773,28,Modular foam prefabricated miniature golf courses and putting surfaces,A,10-01-2001,GOODS,,,"""07-1997"""
028-772,28,Bingo markers,A,10-01-2001,GOODS,,,"""07-1997"""
028-770,28,Teeball sets,A,08-06-2001,GOODS,,,"""07-1997"""
028-77,28,Kite lines,A,04-02-1991,GOODS,,,"""07-1997"""
028-769,28,Baby rattles incorporating teething rings,A,08-06-2001,GOODS,,,"""07-1997"""
028-766,28,Toy butterfly nets,A,07-01-2001,GOODS,,,"""07-1997"""
028-765,28,Toy music boxes,A,07-01-2001,GOODS,,,"""07-1997"""
028-762,12,Bicycle tags,M,07-01-2005,GOODS,,,"""08-2002"""
028-760,28,Basketball table top games,A,06-01-2001,GOODS,,,"""07-1997"""
028-759,28,Ball bearings for skateboards,A,06-01-2001,GOODS,,,"""07-1997"""
028-758,28,Rubber character toys,A,06-01-2001,GOODS,,,"""07-1997"""
028-755,28,Soccer ball knee pads,A,06-01-2001,GOODS,,,"""07-1997"""
028-754,28,Soccer ball goal nets,A,06-01-2001,GOODS,,,"""07-1997"""
028-752,28,Toy vehicles and accessories therefor,A,06-01-2001,GOODS,,,"""07-1997"""
028-750,28,"Toy, namely, battery-powered computer game with LCD screen which features animation and sound effects",A,06-01-2001,GOODS,,,"""07-1997"""
028-480,28,Ball cages,A,04-02-1991,GOODS,,,"""07-1997"""
028-48,28,Pool bridges,A,04-02-1991,GOODS,,,"""07-1997"""
028-477,28,Ski brakes,A,04-02-1991,GOODS,,,"""07-1997"""
028-476,28,Ski bindings and parts therefor,A,04-02-1991,GOODS,,,"""07-1997"""
028-474,28,Badminton racket strings,A,04-02-1991,GOODS,,,"""07-1997"""
028-473,28,Badminton game playing equipment,A,04-02-1991,GOODS,,,"""07-1997"""
028-472,28,Badminton floor plates,A,04-02-1991,GOODS,,,"""07-1997"""
028-471,28,Backgammon game sets,A,04-02-1991,GOODS,,,"""07-1997"""
029-376,29,Canned cooked meat,A,07/20/2004,GOODS,,T,"""08-2002"""
028-967,28,Hand-held games with liquid crystal displays,A,07/20/2004,GOODS,,T,"""08-2002"""
028-965,28,Javelins [for field sports],A,07/20/2004,GOODS,,T,"""08-2002"""
028-964,28,Japanese vertical pinball machine (pachinko machines),A,07/20/2004,GOODS,,T,"""08-2002"""
028-963,28,Japanese traditional dolls,A,07/20/2004,GOODS,,T,"""08-2002"""
028-962,28,Japanese playing cards (hanafuda),A,07/20/2004,GOODS,,T,"""08-2002"""
028-961,28,Japanese horizontal pinball machines [smartball machines],A,07/20/2004,GOODS,,T,"""08-2002"""
028-960,28,Japanese dice games (sugoroku),A,07/20/2004,GOODS,,T,"""08-2002"""
028-96,28,Manual leg exercisers,A,04-02-1991,GOODS,,,"""07-1997"""
028-959,28,Japanese chess (shogi games),A,07/20/2004,GOODS,,T,"""08-2002"""
028-958,28,Model cars,A,07/20/2004,GOODS,,T,"""08-2002"""
028-957,28,Lures for fishing,A,07/20/2004,GOODS,,T,"""08-2002"""
028-956,28,Lottery wheels,A,07/20/2004,GOODS,,T,"""08-2002"""
028-955,28,Lever action toys,A,07/20/2004,GOODS,,T,"""08-2002"""
028-954,28,Landing nets [for anglers],A,07/20/2004,GOODS,,T,"""08-2002"""
028-953,28,Kote gauntlets,A,07/20/2004,GOODS,,T,"""08-2002"""
028-952,28,Kokeshi dolls,A,07/20/2004,GOODS,,T,"""08-2002"""
028-951,28,Kendo wooden swords,A,07/20/2004,GOODS,,T,"""08-2002"""
028-950,28,Kendo plastrons,A,07/20/2004,GOODS,,T,"""08-2002"""
028-948,28,Kendo bamboo swords,A,07/20/2004,GOODS,,T,"""08-2002"""
028-947,28,Karuta playing cards (Japanese card game),A,07/20/2004,GOODS,,T,"""08-2002"""
028-946,28,Play motor cars,A,07/20/2004,GOODS,,T,"""08-2002"""
028-945,28,Petanque balls,A,07/20/2004,GOODS,,T,"""08-2002"""
028-944,28,Parallel bars [for gymnastic],A,07/20/2004,GOODS,,T,"""08-2002"""
028-943,28,Nets for ball games,A,07/20/2004,GOODS,,T,"""08-2002"""
028-940,28,Racket cases [for tennis or badminton],A,07/20/2004,GOODS,,T,"""08-2002"""
028-94,28,Manipulative games,A,04-02-1991,GOODS,,,"""07-1997"""
028-937,28,Punching balls [for boxing practice],A,07/20/2004,GOODS,,T,"""08-2002"""
028-936,28,Punching balls,A,07/20/2004,GOODS,,T,"""08-2002"""
028-935,28,Pucks,A,07/20/2004,GOODS,,T,"""08-2002"""
028-934,28,Protective covers for rackets,A,07/20/2004,GOODS,,T,"""08-2002"""
028-933,28,Pommel horses [for gymnastic],A,07/20/2004,GOODS,,T,"""08-2002"""
028-932,28,Tennis balls [not soft],A,07/20/2004,GOODS,,T,"""08-2002"""
028-931,28,Shuttlecocks for hagoita-play,A,07/20/2004,GOODS,,T,"""08-2002"""
028-930,28,Shuttlecocks for badminton,A,07/20/2004,GOODS,,T,"""08-2002"""
028-93,28,Magic tricks,A,04-02-1991,GOODS,,,"""07-1997"""
028-929,28,Shogi boards,A,07/20/2004,GOODS,,T,"""08-2002"""
028-928,28,Bindings for snowboards,A,07/20/2004,GOODS,,T,"""08-2002"""
028-927,28,Bindings for alpine skis,A,07/20/2004,GOODS,,T,"""08-2002"""
028-926,28,Baseballs [not soft],A,07/20/2004,GOODS,,T,"""08-2002"""
028-925,28,Baseball bat cases,A,07/20/2004,GOODS,,T,"""08-2002"""
028-924,28,Bar-bells [for weight lifting],A,07/20/2004,GOODS,,T,"""08-2002"""
028-923,28,Dolls in sitting posture (osuwari dolls),A,07/20/2004,GOODS,,T,"""08-2002"""
028-922,28,Dolls for playing,A,07/20/2004,GOODS,,T,"""08-2002"""
028-921,28,Chest protectors [for hockey],A,07/20/2004,GOODS,,T,"""08-2002"""
028-920,28,Chest protectors [for baseball],A,07/20/2004,GOODS,,T,"""08-2002"""
028-919,28,Chest expanders,A,07/20/2004,GOODS,,T,"""08-2002"""
028-918,28,Chess pieces,A,07/20/2004,GOODS,,T,"""08-2002"""
028-915,28,Cases in the form of quivers for sports implements,A,07/20/2004,GOODS,,T,"""08-2002"""
028-914,28,Cases for tennis balls,A,07/20/2004,GOODS,,T,"""08-2002"""
028-913,28,Carnival masks,A,07/20/2004,GOODS,,T,"""08-2002"""
028-912,28,Bowstrings,A,07/20/2004,GOODS,,T,"""08-2002"""
028-911,28,Bows for Japanese archery (yumi),A,07/20/2004,GOODS,,T,"""08-2002"""
028-910,28,Bowling gloves,A,07/20/2004,GOODS,,T,"""08-2002"""
028-909,28,Bodhidharma dolls with pupils undrawn (menashi-daruma),A,07/20/2004,GOODS,,T,"""08-2002"""
028-908,28,Bob-sleighs,A,07/20/2004,GOODS,"1-01-2014 Bob-sleighs, also called bobsleds, are sports articles commonly used for racing. ""Bob-sleighs"" appears in the Nice Alphabetical List in Class 28.",T,"""08-2002"""
029-292,29,Pickled fish,A,06-01-2001,GOODS,,,"""07-1997"""
028-612,28,Pet toys,A,10-01-1994,GOODS,,,"""07-1997"""
028-610,28,Basketball goal sets,A,10-01-1994,GOODS,,,"""07-1997"""
028-608,28,Balls of all kinds [must be supported by evidence showing a full line],A,10-01-1994,GOODS,,,"""07-1997"""
028-607,28,Racquet ball rackets,A,10-01-1994,GOODS,,,"""07-1997"""
028-606,28,Racquet ball racket strings,A,10-01-1994,GOODS,,,"""07-1997"""
028-605,28,Racquet ball racket covers,A,10-01-1994,GOODS,,,"""07-1997"""
028-604,28,Racquet ball nets,A,10-01-1994,GOODS,,,"""07-1997"""
028-603,28,Racquet ball gloves,A,10-01-1994,GOODS,,,"""07-1997"""
028-602,28,Swing sets,A,10-01-1994,GOODS,,,"""07-1997"""
028-601,28,Squash racket covers,A,10-01-1994,GOODS,,,"""07-1997"""
028-600,28,Toy stamps,A,10-01-1994,GOODS,,,"""07-1997"""
028-60,28,Infant action crib toys,A,04-02-1991,GOODS,,,"""07-1997"""
028-599,28,Toy snow globes,A,10-01-1994,GOODS,,,"""07-1997"""
028-593,28,Toy holsters,A,10-01-1994,GOODS,,,"""07-1997"""
028-591,28,Toy bows and arrows,A,10-01-1994,GOODS,,,"""07-1997"""
028-590,28,Toy artificial fingernails,A,10-01-1994,GOODS,,,"""07-1997"""
028-589,28,Tossing disc toys,A,10-01-1994,GOODS,,,"""07-1997"""
028-588,28,Target games,A,10-01-1994,GOODS,,,"""07-1997"""
028-585,28,Toy wind socks [NOTE: wind socks for indicating wind direction and intensity - Cl. 009],A,10-01-1994,GOODS,,,"""08-2002"""
028-582,28,"Train set accessories, namely, artificial trees, turf, foliage, ballast, lichen and grass",M,11-10-2011,GOODS,"On 11-10-11 this 10-01-94 entry was amended to change ""&"" to ""and""",,"""09-2007"""
028-578,28,Badminton sets,A,10-01-1994,GOODS,,,"""07-1997"""
028-576,28,Hunting blinds,A,07-01-1994,GOODS,,,"""07-1997"""
028-574,28,Duck blinds,A,07-01-1994,GOODS,,,"""07-1997"""
028-573,28,Lottery tickets,A,07-01-1994,GOODS,,,"""07-1997"""
028-572,28,Lottery cards,A,07-01-1994,GOODS,,,"""07-1997"""
028-571,28,Golf gloves,M,03/15/1993,GOODS,,T,"""07-1997"""
028-57,28,Ice hockey goalie pads,A,04-02-1991,GOODS,,,"""07-1997"""
029-526,29,Fruit-based food beverage,A,06-01-2005,GOODS,,,"""08-2002"""
029-523,29,Nut butters,A,05-01-2005,GOODS,,,"""08-2002"""
029-522,29,Turkey burger patties,A,05-01-2005,GOODS,,,"""08-2002"""
029-519,29,Veggie burger patties,A,05-01-2005,GOODS,,,"""08-2002"""
029-518,29,Salmon croquettes,A,05-01-2005,GOODS,,,"""08-2002"""
029-517,29,"{Indicate processed, canned, dried, or preserved} fruits",A,05-01-2005,GOODS,,,"""08-2002"""
029-516,29,Soy burger patties,A,05-01-2005,GOODS,,,"""08-2002"""
029-514,29,Poultry,A,05-01-2005,GOODS,,,"""08-2002"""
029-512,29,Dehydrated fruit snacks,A,11-01-2004,GOODS,,,"""08-2002"""
029-511,29,Moussaka,A,11-01-2004,GOODS,,,"""08-2002"""
029-510,29,Potato salad,A,11-01-2004,GOODS,,,"""08-2002"""
029-509,29,Bisques,A,09-01-2004,GOODS,,,"""08-2002"""
029-508,29,Milk based beverages containing fruit juice,A,08-01-2004,GOODS,,,"""08-2002"""
029-507,29,Soy-based food bars,A,08-01-2004,GOODS,,,"""08-2002"""
029-506,29,Nut meats,A,08-01-2004,GOODS,,,"""08-2002"""
029-502,29,Soup pastes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-500,29,Soft white cheese,A,07/20/2004,GOODS,,T,"""08-2002"""
029-5,29,Vegetable-based chocolate food beverages,A,04-02-1991,GOODS,,,"""07-1997"""
029-499,29,Soft cheese,A,07/20/2004,GOODS,,T,"""08-2002"""
029-498,29,"Shrimps, prawns and lobsters, not live",M,01/31/2013,GOODS,"On 1-31-2013, the 7-20-2004 entry ""Shrimps, prawns and lobsters [not live]"" was modified to incorporate the bracketed wording into the identification. Live shrimps, prawns and lobsters are classified in Class 31.",,"""10-2013"""
029-497,29,"Short-necked clams, not live",M,01/31/2013,GOODS,"On 1-31-2013, the 7-20-2004 entry ""Short-necked clams [not live]"" was modified to incorporate the bracketed wording into the identification. Live short-necked clams are classified in Class 31.",T,"""10-2013"""
029-496,29,Sheets of dried laver (hoshi-nori),A,07/20/2004,GOODS,,T,"""08-2002"""
029-495,29,Sheep milk,A,07/20/2004,GOODS,,T,"""08-2002"""
029-494,29,Sheep cheese,A,07/20/2004,GOODS,,T,"""08-2002"""
029-492,29,Seafoods boiled down in soy sauce (tsukudani),A,07/20/2004,GOODS,,T,"""08-2002"""
029-485,29,Ripened cheeses,A,07/20/2004,GOODS,,T,"""08-2002"""
029-614,29,Mortadella,A,08-01-2003,GOODS,,T,"""08-2002"""
029-481,29,Tomato extracts,A,07/20/2004,GOODS,,T,"""08-2002"""
029-480,29,Toasted sheets of laver (yaki-nori),A,07/20/2004,GOODS,,T,"""08-2002"""
029-48,29,Sour cream substitutes,A,04-02-1991,GOODS,,,"""07-1997"""
029-479,29,Tinned tomatoes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-478,29,Tinned olives,A,07/20/2004,GOODS,,T,"""08-2002"""
029-475,29,Strained soft white cheeses,A,07/20/2004,GOODS,,T,"""08-2002"""
029-474,29,Strained cheese,A,07/20/2004,GOODS,,T,"""08-2002"""
029-473,29,White cheese,A,07/20/2004,GOODS,,T,"""08-2002"""
029-47,29,Sour cream,A,04-02-1991,GOODS,,,"""07-1997"""
029-469,29,Vegetable puree,A,07/20/2004,GOODS,,T,"""08-2002"""
029-466,29,Milk beverages with high milk content,A,07/20/2004,GOODS,,T,"""08-2002"""
029-465,29,Milk beverages containing fruits,A,07/20/2004,GOODS,,T,"""08-2002"""
029-464,29,"Meat, frozen",A,07/20/2004,GOODS,,T,"""08-2002"""
029-461,29,Prepared walnuts,A,07/20/2004,GOODS,,T,"""08-2002"""
029-460,29,Prepared pistachio,A,07/20/2004,GOODS,,T,"""08-2002"""
029-459,29,Prepared meat,A,07/20/2004,GOODS,,T,"""08-2002"""
029-458,29,Prepared beef,A,07/20/2004,GOODS,,T,"""08-2002"""
029-456,29,Powdered milk for food purposes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-455,29,Potato sticks,A,07/20/2004,GOODS,,T,"""08-2002"""
029-449,29,Processed olive puree,A,07/20/2004,GOODS,,T,"""08-2002"""
029-445,29,Spicy pickles,A,07/20/2004,GOODS,,T,"""08-2002"""
029-444,29,Extracts for soups,A,07/20/2004,GOODS,,T,"""08-2002"""
029-443,29,Edible shavings of dried kelp (tororo-kombu),A,07/20/2004,GOODS,,T,"""08-2002"""
029-442,29,Meat boiled down in soy sauce (tsukudani meat),A,07/20/2004,GOODS,,T,"""08-2002"""
029-438,29,Jelly made from devils' tongue root (konnyaku),A,07/20/2004,GOODS,,T,"""08-2002"""
029-433,29,Hen eggs,A,07/20/2004,GOODS,,T,"""08-2002"""
029-431,29,Goat milk,A,07/20/2004,GOODS,,T,"""08-2002"""
029-430,29,Pickled fruits,A,07/20/2004,GOODS,,T,"""08-2002"""
029-429,29,Peeled tomatoes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-425,29,Olive pastes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-421,29,Mould-ripened cheese,A,07/20/2004,GOODS,,T,"""08-2002"""
030-1420,30,Coffee-based snack foods,A,08/28/2014,GOODS,,,"""10-2014"""
028-3823,28,Fish bite alarms,A,09-04-2014,GOODS,,,"""10-2014"""
030-1421,30,Comfits,A,09-04-2014,GOODS,Comfits are candies containing a fruit or nut.,,"""10-2014"""
031-390,31,"Shellfish, live",A,10/22/2009,GOODS,,T,"""09-2007"""
029-42,29,"Snack mix consisting primarily of processed fruits, processed nuts and/or raisins",A,04-02-1991,GOODS,,,"""07-1997"""
029-418,29,Milk powder for nutritional purposes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-417,29,Milk powder,A,07/20/2004,GOODS,,T,"""08-2002"""
029-416,29,Duck eggs,A,07/20/2004,GOODS,,T,"""08-2002"""
029-414,29,Drinks based on yoghurt,A,07/20/2004,GOODS,,T,"""08-2002"""
029-413,29,Drinking yogurts,A,07/20/2004,GOODS,,T,"""08-2002"""
029-412,29,Dried vegetables,A,07/20/2004,GOODS,,T,"""08-2002"""
029-411,29,Dried pieces of agar jelly (kanten),A,07/20/2004,GOODS,,T,"""08-2002"""
029-410,29,Dried meat,A,07/20/2004,GOODS,,T,"""08-2002"""
029-409,29,Dried fruit mixes,A,07/20/2004,GOODS,,T,"""08-2002"""
029-408,29,Dried flakes of laver for sprinkling on rice in hot water (ochazuke-nori),A,07/20/2004,GOODS,,T,"""08-2002"""
029-407,29,Dried figs,A,07/20/2004,GOODS,,T,"""08-2002"""
029-406,29,Dried eggs,A,07/20/2004,GOODS,,T,"""08-2002"""
029-405,29,Dried edible seaweed (hoshi-wakame),A,07/20/2004,GOODS,,T,"""08-2002"""
029-404,29,Dried beef,A,07/20/2004,GOODS,,T,"""08-2002"""
029-403,29,Creme fraiche,A,07/20/2004,GOODS,,T,"""08-2002"""
029-402,29,Cream powder,A,07/20/2004,GOODS,,T,"""08-2002"""
029-401,29,Cream fraiche,A,07/20/2004,GOODS,,T,"""08-2002"""
029-4,29,"Vegetables, namely, {indicate specific type and also indicate they are processed, e.g., frozen, canned, preserved}",A,04-02-1991,GOODS,,,"""08-2002"""
029-397,29,Cooked snails,A,07/20/2004,GOODS,,T,"""08-2002"""
029-396,29,Condensed milk,A,07/20/2004,GOODS,,T,"""08-2002"""
029-394,29,Coconut powder,A,07/20/2004,GOODS,,T,"""08-2002"""
029-390,29,Frozen eggs,A,07/20/2004,GOODS,,T,"""08-2002"""
